areaCode,areaName,areaType,date,newCasesByPublishDate
E12000003,Yorkshire and The Humber,region,2021-11-20,3082
E12000003,Yorkshire and The Humber,region,2021-11-19,2915
E12000003,Yorkshire and The Humber,region,2021-11-18,3366
E12000003,Yorkshire and The Humber,region,2021-11-17,3208
E12000003,Yorkshire and The Humber,region,2021-11-16,3000
E12000003,Yorkshire and The Humber,region,2021-11-15,2773
E12000003,Yorkshire and The Humber,region,2021-11-14,2715
E12000003,Yorkshire and The Humber,region,2021-11-13,3005
E12000003,Yorkshire and The Humber,region,2021-11-12,2750
E12000003,Yorkshire and The Humber,region,2021-11-11,3687
E12000003,Yorkshire and The Humber,region,2021-11-10,2815
E12000003,Yorkshire and The Humber,region,2021-11-09,2432
E12000003,Yorkshire and The Humber,region,2021-11-08,2434
E12000003,Yorkshire and The Humber,region,2021-11-07,2388
E12000003,Yorkshire and The Humber,region,2021-11-06,2486
E12000003,Yorkshire and The Humber,region,2021-11-05,3121
E12000003,Yorkshire and The Humber,region,2021-11-04,3280
E12000003,Yorkshire and The Humber,region,2021-11-03,3265
E12000003,Yorkshire and The Humber,region,2021-11-02,2752
E12000003,Yorkshire and The Humber,region,2021-11-01,3085
E12000003,Yorkshire and The Humber,region,2021-10-31,3158
E12000003,Yorkshire and The Humber,region,2021-10-30,3872
E12000003,Yorkshire and The Humber,region,2021-10-29,4025
E12000003,Yorkshire and The Humber,region,2021-10-28,2926
E12000003,Yorkshire and The Humber,region,2021-10-27,3429
E12000003,Yorkshire and The Humber,region,2021-10-26,3182
E12000003,Yorkshire and The Humber,region,2021-10-25,2904
E12000003,Yorkshire and The Humber,region,2021-10-24,3025
E12000003,Yorkshire and The Humber,region,2021-10-23,3533
E12000003,Yorkshire and The Humber,region,2021-10-22,3997
E12000003,Yorkshire and The Humber,region,2021-10-21,3934
E12000003,Yorkshire and The Humber,region,2021-10-20,4049
E12000003,Yorkshire and The Humber,region,2021-10-19,3450
E12000003,Yorkshire and The Humber,region,2021-10-18,3546
E12000003,Yorkshire and The Humber,region,2021-10-17,3759
E12000003,Yorkshire and The Humber,region,2021-10-16,3427
E12000003,Yorkshire and The Humber,region,2021-10-15,4147
E12000003,Yorkshire and The Humber,region,2021-10-14,4500
E12000003,Yorkshire and The Humber,region,2021-10-13,4102
E12000003,Yorkshire and The Humber,region,2021-10-12,3458
E12000003,Yorkshire and The Humber,region,2021-10-11,3695
E12000003,Yorkshire and The Humber,region,2021-10-10,3567
E12000003,Yorkshire and The Humber,region,2021-10-09,3418
E12000003,Yorkshire and The Humber,region,2021-10-08,3772
E12000003,Yorkshire and The Humber,region,2021-10-07,3729
E12000003,Yorkshire and The Humber,region,2021-10-06,3965
E12000003,Yorkshire and The Humber,region,2021-10-05,2989
E12000003,Yorkshire and The Humber,region,2021-10-04,3057
E12000003,Yorkshire and The Humber,region,2021-10-03,2846
E12000003,Yorkshire and The Humber,region,2021-10-02,2896
E12000003,Yorkshire and The Humber,region,2021-10-01,3719
E12000003,Yorkshire and The Humber,region,2021-09-30,3829
E12000003,Yorkshire and The Humber,region,2021-09-29,3331
E12000003,Yorkshire and The Humber,region,2021-09-28,3260
E12000003,Yorkshire and The Humber,region,2021-09-27,3485
E12000003,Yorkshire and The Humber,region,2021-09-26,3153
E12000003,Yorkshire and The Humber,region,2021-09-25,3183
E12000003,Yorkshire and The Humber,region,2021-09-24,3634
E12000003,Yorkshire and The Humber,region,2021-09-23,3824
E12000003,Yorkshire and The Humber,region,2021-09-22,3456
E12000003,Yorkshire and The Humber,region,2021-09-21,2632
E12000003,Yorkshire and The Humber,region,2021-09-20,3210
E12000003,Yorkshire and The Humber,region,2021-09-19,2604
E12000003,Yorkshire and The Humber,region,2021-09-18,2707
E12000003,Yorkshire and The Humber,region,2021-09-17,2456
E12000003,Yorkshire and The Humber,region,2021-09-16,2521
E12000003,Yorkshire and The Humber,region,2021-09-15,2455
E12000003,Yorkshire and The Humber,region,2021-09-14,2106
E12000003,Yorkshire and The Humber,region,2021-09-13,2602
E12000003,Yorkshire and The Humber,region,2021-09-12,2351
E12000003,Yorkshire and The Humber,region,2021-09-11,2405
E12000003,Yorkshire and The Humber,region,2021-09-10,3031
E12000003,Yorkshire and The Humber,region,2021-09-09,2908
E12000003,Yorkshire and The Humber,region,2021-09-08,3481
E12000003,Yorkshire and The Humber,region,2021-09-07,3084
E12000003,Yorkshire and The Humber,region,2021-09-06,3614
E12000003,Yorkshire and The Humber,region,2021-09-05,2351
E12000003,Yorkshire and The Humber,region,2021-09-04,3090
E12000003,Yorkshire and The Humber,region,2021-09-03,3046
E12000003,Yorkshire and The Humber,region,2021-09-02,3430
E12000003,Yorkshire and The Humber,region,2021-09-01,2863
E12000003,Yorkshire and The Humber,region,2021-08-31,2462
E12000003,Yorkshire and The Humber,region,2021-08-30,2387
E12000003,Yorkshire and The Humber,region,2021-08-29,2494
E12000003,Yorkshire and The Humber,region,2021-08-28,2562
E12000003,Yorkshire and The Humber,region,2021-08-27,3025
E12000003,Yorkshire and The Humber,region,2021-08-26,2857
E12000003,Yorkshire and The Humber,region,2021-08-25,3131
E12000003,Yorkshire and The Humber,region,2021-08-24,2736
E12000003,Yorkshire and The Humber,region,2021-08-23,2526
E12000003,Yorkshire and The Humber,region,2021-08-22,2597
E12000003,Yorkshire and The Humber,region,2021-08-21,2686
E12000003,Yorkshire and The Humber,region,2021-08-20,3018
E12000003,Yorkshire and The Humber,region,2021-08-19,2919
E12000003,Yorkshire and The Humber,region,2021-08-18,3297
E12000003,Yorkshire and The Humber,region,2021-08-17,2368
E12000003,Yorkshire and The Humber,region,2021-08-16,2546
E12000003,Yorkshire and The Humber,region,2021-08-15,2882
E12000003,Yorkshire and The Humber,region,2021-08-14,2933
E12000003,Yorkshire and The Humber,region,2021-08-13,3029
E12000003,Yorkshire and The Humber,region,2021-08-12,3289
E12000003,Yorkshire and The Humber,region,2021-08-11,3307
E12000003,Yorkshire and The Humber,region,2021-08-10,2398
E12000003,Yorkshire and The Humber,region,2021-08-09,2732
E12000003,Yorkshire and The Humber,region,2021-08-08,2661
E12000003,Yorkshire and The Humber,region,2021-08-07,3228
E12000003,Yorkshire and The Humber,region,2021-08-06,3436
E12000003,Yorkshire and The Humber,region,2021-08-05,3241
E12000003,Yorkshire and The Humber,region,2021-08-04,3238
E12000003,Yorkshire and The Humber,region,2021-08-03,2463
E12000003,Yorkshire and The Humber,region,2021-08-02,2324
E12000003,Yorkshire and The Humber,region,2021-08-01,2818
E12000003,Yorkshire and The Humber,region,2021-07-31,2879
E12000003,Yorkshire and The Humber,region,2021-07-30,3259
E12000003,Yorkshire and The Humber,region,2021-07-29,3249
E12000003,Yorkshire and The Humber,region,2021-07-28,2932
E12000003,Yorkshire and The Humber,region,2021-07-27,2024
E12000003,Yorkshire and The Humber,region,2021-07-26,2628
E12000003,Yorkshire and The Humber,region,2021-07-25,2749
E12000003,Yorkshire and The Humber,region,2021-07-24,3383
E12000003,Yorkshire and The Humber,region,2021-07-23,3756
E12000003,Yorkshire and The Humber,region,2021-07-22,4259
E12000003,Yorkshire and The Humber,region,2021-07-21,4804
E12000003,Yorkshire and The Humber,region,2021-07-20,4030
E12000003,Yorkshire and The Humber,region,2021-07-19,4227
E12000003,Yorkshire and The Humber,region,2021-07-18,4964
E12000003,Yorkshire and The Humber,region,2021-07-17,6445
E12000003,Yorkshire and The Humber,region,2021-07-16,5243
E12000003,Yorkshire and The Humber,region,2021-07-15,5334
E12000003,Yorkshire and The Humber,region,2021-07-14,4653
E12000003,Yorkshire and The Humber,region,2021-07-13,3902
E12000003,Yorkshire and The Humber,region,2021-07-12,3632
E12000003,Yorkshire and The Humber,region,2021-07-11,3515
E12000003,Yorkshire and The Humber,region,2021-07-10,3559
E12000003,Yorkshire and The Humber,region,2021-07-09,3922
E12000003,Yorkshire and The Humber,region,2021-07-08,3907
E12000003,Yorkshire and The Humber,region,2021-07-07,3636
E12000003,Yorkshire and The Humber,region,2021-07-06,2970
E12000003,Yorkshire and The Humber,region,2021-07-05,2967
E12000003,Yorkshire and The Humber,region,2021-07-04,2557
E12000003,Yorkshire and The Humber,region,2021-07-03,2736
E12000003,Yorkshire and The Humber,region,2021-07-02,2543
E12000003,Yorkshire and The Humber,region,2021-07-01,2810
E12000003,Yorkshire and The Humber,region,2021-06-30,2647
E12000003,Yorkshire and The Humber,region,2021-06-29,2014
E12000003,Yorkshire and The Humber,region,2021-06-28,2289
E12000003,Yorkshire and The Humber,region,2021-06-27,1229
E12000003,Yorkshire and The Humber,region,2021-06-26,1996
E12000003,Yorkshire and The Humber,region,2021-06-25,1524
E12000003,Yorkshire and The Humber,region,2021-06-24,1571
E12000003,Yorkshire and The Humber,region,2021-06-23,1521
E12000003,Yorkshire and The Humber,region,2021-06-22,965
E12000003,Yorkshire and The Humber,region,2021-06-21,991
E12000003,Yorkshire and The Humber,region,2021-06-20,937
E12000003,Yorkshire and The Humber,region,2021-06-19,991
E12000003,Yorkshire and The Humber,region,2021-06-18,953
E12000003,Yorkshire and The Humber,region,2021-06-17,941
E12000003,Yorkshire and The Humber,region,2021-06-16,802
E12000003,Yorkshire and The Humber,region,2021-06-15,674
E12000003,Yorkshire and The Humber,region,2021-06-14,635
E12000003,Yorkshire and The Humber,region,2021-06-13,553
E12000003,Yorkshire and The Humber,region,2021-06-12,700
E12000003,Yorkshire and The Humber,region,2021-06-11,741
E12000003,Yorkshire and The Humber,region,2021-06-10,607
E12000003,Yorkshire and The Humber,region,2021-06-09,707
E12000003,Yorkshire and The Humber,region,2021-06-08,541
E12000003,Yorkshire and The Humber,region,2021-06-07,557
E12000003,Yorkshire and The Humber,region,2021-06-06,494
E12000003,Yorkshire and The Humber,region,2021-06-05,482
E12000003,Yorkshire and The Humber,region,2021-06-04,465
E12000003,Yorkshire and The Humber,region,2021-06-03,421
E12000003,Yorkshire and The Humber,region,2021-06-02,363
E12000003,Yorkshire and The Humber,region,2021-06-01,289
E12000003,Yorkshire and The Humber,region,2021-05-31,279
E12000003,Yorkshire and The Humber,region,2021-05-30,325
E12000003,Yorkshire and The Humber,region,2021-05-29,270
E12000003,Yorkshire and The Humber,region,2021-05-28,343
E12000003,Yorkshire and The Humber,region,2021-05-27,305
E12000003,Yorkshire and The Humber,region,2021-05-26,335
E12000003,Yorkshire and The Humber,region,2021-05-25,269
E12000003,Yorkshire and The Humber,region,2021-05-24,251
E12000003,Yorkshire and The Humber,region,2021-05-23,275
E12000003,Yorkshire and The Humber,region,2021-05-22,271
E12000003,Yorkshire and The Humber,region,2021-05-21,357
E12000003,Yorkshire and The Humber,region,2021-05-20,294
E12000003,Yorkshire and The Humber,region,2021-05-19,321
E12000003,Yorkshire and The Humber,region,2021-05-18,0
E12000003,Yorkshire and The Humber,region,2021-05-17,239
E12000003,Yorkshire and The Humber,region,2021-05-16,243
E12000003,Yorkshire and The Humber,region,2021-05-15,268
E12000003,Yorkshire and The Humber,region,2021-05-14,291
E12000003,Yorkshire and The Humber,region,2021-05-13,333
E12000003,Yorkshire and The Humber,region,2021-05-12,342
E12000003,Yorkshire and The Humber,region,2021-05-11,315
E12000003,Yorkshire and The Humber,region,2021-05-10,319
E12000003,Yorkshire and The Humber,region,2021-05-09,244
E12000003,Yorkshire and The Humber,region,2021-05-08,305
E12000003,Yorkshire and The Humber,region,2021-05-07,350
E12000003,Yorkshire and The Humber,region,2021-05-06,406
E12000003,Yorkshire and The Humber,region,2021-05-05,337
E12000003,Yorkshire and The Humber,region,2021-05-04,295
E12000003,Yorkshire and The Humber,region,2021-05-03,250
E12000003,Yorkshire and The Humber,region,2021-05-02,259
E12000003,Yorkshire and The Humber,region,2021-05-01,384
E12000003,Yorkshire and The Humber,region,2021-04-30,401
E12000003,Yorkshire and The Humber,region,2021-04-29,367
E12000003,Yorkshire and The Humber,region,2021-04-28,369
E12000003,Yorkshire and The Humber,region,2021-04-27,361
E12000003,Yorkshire and The Humber,region,2021-04-26,282
E12000003,Yorkshire and The Humber,region,2021-04-25,324
E12000003,Yorkshire and The Humber,region,2021-04-24,362
E12000003,Yorkshire and The Humber,region,2021-04-23,381
E12000003,Yorkshire and The Humber,region,2021-04-22,430
E12000003,Yorkshire and The Humber,region,2021-04-21,417
E12000003,Yorkshire and The Humber,region,2021-04-20,307
E12000003,Yorkshire and The Humber,region,2021-04-19,452
E12000003,Yorkshire and The Humber,region,2021-04-18,300
E12000003,Yorkshire and The Humber,region,2021-04-17,307
E12000003,Yorkshire and The Humber,region,2021-04-16,368
E12000003,Yorkshire and The Humber,region,2021-04-15,405
E12000003,Yorkshire and The Humber,region,2021-04-14,493
E12000003,Yorkshire and The Humber,region,2021-04-13,403
E12000003,Yorkshire and The Humber,region,2021-04-12,496
E12000003,Yorkshire and The Humber,region,2021-04-11,424
E12000003,Yorkshire and The Humber,region,2021-04-10,456
E12000003,Yorkshire and The Humber,region,2021-04-09,0
E12000003,Yorkshire and The Humber,region,2021-04-08,609
E12000003,Yorkshire and The Humber,region,2021-04-07,408
E12000003,Yorkshire and The Humber,region,2021-04-06,383
E12000003,Yorkshire and The Humber,region,2021-04-05,589
E12000003,Yorkshire and The Humber,region,2021-04-04,384
E12000003,Yorkshire and The Humber,region,2021-04-03,613
E12000003,Yorkshire and The Humber,region,2021-04-02,540
E12000003,Yorkshire and The Humber,region,2021-04-01,730
E12000003,Yorkshire and The Humber,region,2021-03-31,669
E12000003,Yorkshire and The Humber,region,2021-03-30,598
E12000003,Yorkshire and The Humber,region,2021-03-29,781
E12000003,Yorkshire and The Humber,region,2021-03-28,627
E12000003,Yorkshire and The Humber,region,2021-03-27,716
E12000003,Yorkshire and The Humber,region,2021-03-26,1064
E12000003,Yorkshire and The Humber,region,2021-03-25,1054
E12000003,Yorkshire and The Humber,region,2021-03-24,969
E12000003,Yorkshire and The Humber,region,2021-03-23,878
E12000003,Yorkshire and The Humber,region,2021-03-22,851
E12000003,Yorkshire and The Humber,region,2021-03-21,811
E12000003,Yorkshire and The Humber,region,2021-03-20,885
E12000003,Yorkshire and The Humber,region,2021-03-19,872
E12000003,Yorkshire and The Humber,region,2021-03-18,1005
E12000003,Yorkshire and The Humber,region,2021-03-17,844
E12000003,Yorkshire and The Humber,region,2021-03-16,809
E12000003,Yorkshire and The Humber,region,2021-03-15,807
E12000003,Yorkshire and The Humber,region,2021-03-14,775
E12000003,Yorkshire and The Humber,region,2021-03-13,901
E12000003,Yorkshire and The Humber,region,2021-03-12,989
E12000003,Yorkshire and The Humber,region,2021-03-11,895
E12000003,Yorkshire and The Humber,region,2021-03-10,1006
E12000003,Yorkshire and The Humber,region,2021-03-09,714
E12000003,Yorkshire and The Humber,region,2021-03-08,693
E12000003,Yorkshire and The Humber,region,2021-03-07,732
E12000003,Yorkshire and The Humber,region,2021-03-06,781
E12000003,Yorkshire and The Humber,region,2021-03-05,856
E12000003,Yorkshire and The Humber,region,2021-03-04,902
E12000003,Yorkshire and The Humber,region,2021-03-03,923
E12000003,Yorkshire and The Humber,region,2021-03-02,735
E12000003,Yorkshire and The Humber,region,2021-03-01,745
E12000003,Yorkshire and The Humber,region,2021-02-28,790
E12000003,Yorkshire and The Humber,region,2021-02-27,909
E12000003,Yorkshire and The Humber,region,2021-02-26,920
E12000003,Yorkshire and The Humber,region,2021-02-25,1144
E12000003,Yorkshire and The Humber,region,2021-02-24,1153
E12000003,Yorkshire and The Humber,region,2021-02-23,939
E12000003,Yorkshire and The Humber,region,2021-02-22,1401
E12000003,Yorkshire and The Humber,region,2021-02-21,1047
E12000003,Yorkshire and The Humber,region,2021-02-20,1157
E12000003,Yorkshire and The Humber,region,2021-02-19,1291
E12000003,Yorkshire and The Humber,region,2021-02-18,1210
E12000003,Yorkshire and The Humber,region,2021-02-17,1405
E12000003,Yorkshire and The Humber,region,2021-02-16,1055
E12000003,Yorkshire and The Humber,region,2021-02-15,950
E12000003,Yorkshire and The Humber,region,2021-02-14,1183
E12000003,Yorkshire and The Humber,region,2021-02-13,1263
E12000003,Yorkshire and The Humber,region,2021-02-12,1231
E12000003,Yorkshire and The Humber,region,2021-02-11,1352
E12000003,Yorkshire and The Humber,region,2021-02-10,1382
E12000003,Yorkshire and The Humber,region,2021-02-09,1085
E12000003,Yorkshire and The Humber,region,2021-02-08,1155
E12000003,Yorkshire and The Humber,region,2021-02-07,1306
E12000003,Yorkshire and The Humber,region,2021-02-06,1685
E12000003,Yorkshire and The Humber,region,2021-02-05,1716
E12000003,Yorkshire and The Humber,region,2021-02-04,1157
E12000003,Yorkshire and The Humber,region,2021-02-03,1605
E12000003,Yorkshire and The Humber,region,2021-02-02,1059
E12000003,Yorkshire and The Humber,region,2021-02-01,1392
E12000003,Yorkshire and The Humber,region,2021-01-31,1510
E12000003,Yorkshire and The Humber,region,2021-01-30,1562
E12000003,Yorkshire and The Humber,region,2021-01-29,1973
E12000003,Yorkshire and The Humber,region,2021-01-28,1880
E12000003,Yorkshire and The Humber,region,2021-01-27,1844
E12000003,Yorkshire and The Humber,region,2021-01-26,1520
E12000003,Yorkshire and The Humber,region,2021-01-25,1458
E12000003,Yorkshire and The Humber,region,2021-01-24,1521
E12000003,Yorkshire and The Humber,region,2021-01-23,1995
E12000003,Yorkshire and The Humber,region,2021-01-22,1934
E12000003,Yorkshire and The Humber,region,2021-01-21,2114
E12000003,Yorkshire and The Humber,region,2021-01-20,2497
E12000003,Yorkshire and The Humber,region,2021-01-19,2087
E12000003,Yorkshire and The Humber,region,2021-01-18,1998
E12000003,Yorkshire and The Humber,region,2021-01-17,1494
E12000003,Yorkshire and The Humber,region,2021-01-16,1200
E12000003,Yorkshire and The Humber,region,2021-01-15,2168
E12000003,Yorkshire and The Humber,region,2021-01-14,2475
E12000003,Yorkshire and The Humber,region,2021-01-13,2746
E12000003,Yorkshire and The Humber,region,2021-01-12,2020
E12000003,Yorkshire and The Humber,region,2021-01-11,1882
E12000003,Yorkshire and The Humber,region,2021-01-10,2689
E12000003,Yorkshire and The Humber,region,2021-01-09,2236
E12000003,Yorkshire and The Humber,region,2021-01-08,2544
E12000003,Yorkshire and The Humber,region,2021-01-07,2858
E12000003,Yorkshire and The Humber,region,2021-01-06,3055
E12000003,Yorkshire and The Humber,region,2021-01-05,2639
E12000003,Yorkshire and The Humber,region,2021-01-04,2735
E12000003,Yorkshire and The Humber,region,2021-01-03,1933
E12000003,Yorkshire and The Humber,region,2021-01-02,2754
E12000003,Yorkshire and The Humber,region,2021-01-01,2175
E12000003,Yorkshire and The Humber,region,2020-12-31,2495
E12000003,Yorkshire and The Humber,region,2020-12-30,2057
E12000003,Yorkshire and The Humber,region,2020-12-29,1886
E12000003,Yorkshire and The Humber,region,2020-12-28,1760
E12000003,Yorkshire and The Humber,region,2020-12-27,1184
E12000003,Yorkshire and The Humber,region,2020-12-26,1336
E12000003,Yorkshire and The Humber,region,2020-12-25,1420
E12000003,Yorkshire and The Humber,region,2020-12-24,1969
E12000003,Yorkshire and The Humber,region,2020-12-23,1850
E12000003,Yorkshire and The Humber,region,2020-12-22,1612
E12000003,Yorkshire and The Humber,region,2020-12-21,1535
E12000003,Yorkshire and The Humber,region,2020-12-20,1141
E12000003,Yorkshire and The Humber,region,2020-12-19,1114
E12000003,Yorkshire and The Humber,region,2020-12-18,1030
E12000003,Yorkshire and The Humber,region,2020-12-17,1120
E12000003,Yorkshire and The Humber,region,2020-12-16,1368
E12000003,Yorkshire and The Humber,region,2020-12-15,1161
E12000003,Yorkshire and The Humber,region,2020-12-14,1009
E12000003,Yorkshire and The Humber,region,2020-12-13,1236
E12000003,Yorkshire and The Humber,region,2020-12-12,1248
E12000003,Yorkshire and The Humber,region,2020-12-11,1307
E12000003,Yorkshire and The Humber,region,2020-12-10,1253
E12000003,Yorkshire and The Humber,region,2020-12-09,1267
E12000003,Yorkshire and The Humber,region,2020-12-08,837
E12000003,Yorkshire and The Humber,region,2020-12-07,997
E12000003,Yorkshire and The Humber,region,2020-12-06,1262
E12000003,Yorkshire and The Humber,region,2020-12-05,1116
E12000003,Yorkshire and The Humber,region,2020-12-04,1360
E12000003,Yorkshire and The Humber,region,2020-12-03,1520
E12000003,Yorkshire and The Humber,region,2020-12-02,1347
E12000003,Yorkshire and The Humber,region,2020-12-01,1237
E12000003,Yorkshire and The Humber,region,2020-11-30,1119
E12000003,Yorkshire and The Humber,region,2020-11-29,1181
E12000003,Yorkshire and The Humber,region,2020-11-28,1663
E12000003,Yorkshire and The Humber,region,2020-11-27,1424
E12000003,Yorkshire and The Humber,region,2020-11-26,1805
E12000003,Yorkshire and The Humber,region,2020-11-25,1984
E12000003,Yorkshire and The Humber,region,2020-11-24,1335
E12000003,Yorkshire and The Humber,region,2020-11-23,1667
E12000003,Yorkshire and The Humber,region,2020-11-22,1748
E12000003,Yorkshire and The Humber,region,2020-11-21,2220
E12000003,Yorkshire and The Humber,region,2020-11-20,2711
E12000003,Yorkshire and The Humber,region,2020-11-19,3025
E12000003,Yorkshire and The Humber,region,2020-11-18,2907
E12000003,Yorkshire and The Humber,region,2020-11-17,2540
E12000003,Yorkshire and The Humber,region,2020-11-16,3595
E12000003,Yorkshire and The Humber,region,2020-11-15,3306
E12000003,Yorkshire and The Humber,region,2020-11-14,3332
E12000003,Yorkshire and The Humber,region,2020-11-13,3832
E12000003,Yorkshire and The Humber,region,2020-11-12,4583
E12000003,Yorkshire and The Humber,region,2020-11-11,3163
E12000003,Yorkshire and The Humber,region,2020-11-10,3001
E12000003,Yorkshire and The Humber,region,2020-11-09,2804
E12000003,Yorkshire and The Humber,region,2020-11-08,3731
E12000003,Yorkshire and The Humber,region,2020-11-07,4014
E12000003,Yorkshire and The Humber,region,2020-11-06,3592
E12000003,Yorkshire and The Humber,region,2020-11-05,4084
E12000003,Yorkshire and The Humber,region,2020-11-04,3617
E12000003,Yorkshire and The Humber,region,2020-11-03,2994
E12000003,Yorkshire and The Humber,region,2020-11-02,2906
E12000003,Yorkshire and The Humber,region,2020-11-01,3800
E12000003,Yorkshire and The Humber,region,2020-10-31,3638
E12000003,Yorkshire and The Humber,region,2020-10-30,3425
E12000003,Yorkshire and The Humber,region,2020-10-29,3387
E12000003,Yorkshire and The Humber,region,2020-10-28,3765
E12000003,Yorkshire and The Humber,region,2020-10-27,3565
E12000003,Yorkshire and The Humber,region,2020-10-26,3000
E12000003,Yorkshire and The Humber,region,2020-10-25,2380
E12000003,Yorkshire and The Humber,region,2020-10-24,3261
E12000003,Yorkshire and The Humber,region,2020-10-23,2745
E12000003,Yorkshire and The Humber,region,2020-10-22,2861
E12000003,Yorkshire and The Humber,region,2020-10-21,4129
E12000003,Yorkshire and The Humber,region,2020-10-20,3189
E12000003,Yorkshire and The Humber,region,2020-10-19,2699
E12000003,Yorkshire and The Humber,region,2020-10-18,2897
E12000003,Yorkshire and The Humber,region,2020-10-17,2127
E12000003,Yorkshire and The Humber,region,2020-10-16,1755
E12000003,Yorkshire and The Humber,region,2020-10-15,2515
E12000003,Yorkshire and The Humber,region,2020-10-14,2717
E12000003,Yorkshire and The Humber,region,2020-10-13,2230
E12000003,Yorkshire and The Humber,region,2020-10-12,1953
E12000003,Yorkshire and The Humber,region,2020-10-11,2003
E12000003,Yorkshire and The Humber,region,2020-10-10,2289
E12000003,Yorkshire and The Humber,region,2020-10-09,1160
E12000003,Yorkshire and The Humber,region,2020-10-08,2347
E12000003,Yorkshire and The Humber,region,2020-10-07,1655
E12000003,Yorkshire and The Humber,region,2020-10-06,2437
E12000003,Yorkshire and The Humber,region,2020-10-05,2194
E12000003,Yorkshire and The Humber,region,2020-10-04,3606
E12000003,Yorkshire and The Humber,region,2020-10-03,1759
E12000003,Yorkshire and The Humber,region,2020-10-02,718
E12000003,Yorkshire and The Humber,region,2020-10-01,823
E12000003,Yorkshire and The Humber,region,2020-09-30,1059
E12000003,Yorkshire and The Humber,region,2020-09-29,829
E12000003,Yorkshire and The Humber,region,2020-09-28,525
E12000003,Yorkshire and The Humber,region,2020-09-27,636
E12000003,Yorkshire and The Humber,region,2020-09-26,682
E12000003,Yorkshire and The Humber,region,2020-09-25,762
E12000003,Yorkshire and The Humber,region,2020-09-24,808
E12000003,Yorkshire and The Humber,region,2020-09-23,683
E12000003,Yorkshire and The Humber,region,2020-09-22,505
E12000003,Yorkshire and The Humber,region,2020-09-21,492
E12000003,Yorkshire and The Humber,region,2020-09-20,445
E12000003,Yorkshire and The Humber,region,2020-09-19,529
E12000003,Yorkshire and The Humber,region,2020-09-18,517
E12000003,Yorkshire and The Humber,region,2020-09-17,402
E12000003,Yorkshire and The Humber,region,2020-09-16,511
E12000003,Yorkshire and The Humber,region,2020-09-15,387
E12000003,Yorkshire and The Humber,region,2020-09-14,356
E12000003,Yorkshire and The Humber,region,2020-09-13,413
E12000003,Yorkshire and The Humber,region,2020-09-12,418
E12000003,Yorkshire and The Humber,region,2020-09-11,387
E12000003,Yorkshire and The Humber,region,2020-09-10,343
E12000003,Yorkshire and The Humber,region,2020-09-09,294
E12000003,Yorkshire and The Humber,region,2020-09-08,297
E12000003,Yorkshire and The Humber,region,2020-09-07,349
E12000003,Yorkshire and The Humber,region,2020-09-06,371
E12000003,Yorkshire and The Humber,region,2020-09-05,165
E12000003,Yorkshire and The Humber,region,2020-09-04,175
E12000003,Yorkshire and The Humber,region,2020-09-03,243
E12000003,Yorkshire and The Humber,region,2020-09-02,191
E12000003,Yorkshire and The Humber,region,2020-09-01,117
E12000003,Yorkshire and The Humber,region,2020-08-31,167
E12000003,Yorkshire and The Humber,region,2020-08-30,182
E12000003,Yorkshire and The Humber,region,2020-08-29,147
E12000003,Yorkshire and The Humber,region,2020-08-28,129
E12000003,Yorkshire and The Humber,region,2020-08-27,197
E12000003,Yorkshire and The Humber,region,2020-08-26,113
E12000003,Yorkshire and The Humber,region,2020-08-25,132
E12000003,Yorkshire and The Humber,region,2020-08-24,81
E12000003,Yorkshire and The Humber,region,2020-08-23,121
E12000003,Yorkshire and The Humber,region,2020-08-22,145
E12000003,Yorkshire and The Humber,region,2020-08-21,102
E12000003,Yorkshire and The Humber,region,2020-08-20,143
E12000003,Yorkshire and The Humber,region,2020-08-19,102
E12000003,Yorkshire and The Humber,region,2020-08-18,161
E12000003,Yorkshire and The Humber,region,2020-08-17,84
E12000003,Yorkshire and The Humber,region,2020-08-16,133
E12000003,Yorkshire and The Humber,region,2020-08-15,166
E12000003,Yorkshire and The Humber,region,2020-08-14,350
E12000003,Yorkshire and The Humber,region,2020-08-13,0
E12000003,Yorkshire and The Humber,region,2020-08-12,190
E12000003,Yorkshire and The Humber,region,2020-08-11,163
E12000003,Yorkshire and The Humber,region,2020-08-10,127
E12000003,Yorkshire and The Humber,region,2020-08-09,173
E12000003,Yorkshire and The Humber,region,2020-08-08,63
E12000003,Yorkshire and The Humber,region,2020-08-07,150
E12000003,Yorkshire and The Humber,region,2020-08-06,106
E12000003,Yorkshire and The Humber,region,2020-08-05,146
E12000003,Yorkshire and The Humber,region,2020-08-04,91
E12000003,Yorkshire and The Humber,region,2020-08-03,148
E12000003,Yorkshire and The Humber,region,2020-08-02,105
E12000003,Yorkshire and The Humber,region,2020-08-01,106
E12000003,Yorkshire and The Humber,region,2020-07-31,147
E12000003,Yorkshire and The Humber,region,2020-07-30,142
E12000003,Yorkshire and The Humber,region,2020-07-29,128
E12000003,Yorkshire and The Humber,region,2020-07-28,110
E12000003,Yorkshire and The Humber,region,2020-07-27,100
E12000003,Yorkshire and The Humber,region,2020-07-26,102
E12000003,Yorkshire and The Humber,region,2020-07-25,109
E12000003,Yorkshire and The Humber,region,2020-07-24,102
E12000003,Yorkshire and The Humber,region,2020-07-23,86
E12000003,Yorkshire and The Humber,region,2020-07-22,109
E12000003,Yorkshire and The Humber,region,2020-07-21,82
